age,25
gender,male
nationality,american
education,undergraduate
F810.jpg,7,Emotion mimicry
F811.jpg,8,Lovestruck facade
F812.jpg,7,Heart hoax
F813.jpg,6,Cupid's counterfeit
F814.jpg,8,Lovestruck facade
F815.jpg,4,Heart of Tinsel
F791.jpg,6,Love Potion Lite
F775.jpg,9,Paper Heart Brigade
F726.jpg,7,Pretend passion
F771.jpg,5,Mock fondness
F762.jpg,8,Imitation intimacy
F798.jpg,7,Pseudo-commitment
F738.jpg,8,Sham sentiment
F812.jpg,6,Smooch spoof
F75.jpg,9,Cuddle counterfeit
F809.jpg,9,Make-believe crush
